"Year","Month","Month_MM","Day","Site","Transect","Recorded_name","Count","Lifestage","Wet_Weight","Notes","Genus","Species","Family","Order","Class","Phylum","Kingdom"
2018,11,"November",5,"Arroyo Quemado","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",5,"Arroyo Quemado","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",6,"East Campus","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",6,"East Campus","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",6,"East Campus","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",7,"Carpinteria City","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",7,"Carpinteria City","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2018,11,"November",7,"Carpinteria City","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,10,"October",20,"Arroyo Burro","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,10,"October",20,"Arroyo Burro","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,10,"October",20,"Arroyo Burro","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",21,"Arroyo Quemado","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",21,"Arroyo Quemado","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",21,"Arroyo Quemado","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",22,"Carpinteria City","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",22,"Carpinteria City","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",22,"Carpinteria City","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",22,"Santa Claus Lane","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",22,"Santa Claus Lane","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2019,11,"November",22,"Santa Claus Lane","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Arroyo Burro","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Arroyo Burro","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Arroyo Burro","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Carpinteria City","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Carpinteria City","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Carpinteria City","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Santa Claus Lane","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Santa Claus Lane","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,10,"October",26,"Santa Claus Lane","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,11,"November",1,"Arroyo Quemado","A","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,11,"November",1,"Arroyo Quemado","B","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2020,11,"November",1,"Arroyo Quemado","C","Formicidae",0,-99999,0,-99999,-99999,-99999,"Formicidae","Hymenoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Carpinteria City","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Santa Claus Lane","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Santa Claus Lane","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Santa Claus Lane","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Arroyo Burro","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Arroyo Burro","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Arroyo Burro","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","C","Fucellia rufitibia",5,"larvae",0.0139,"larvae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","C","Fucellia rufitibia",2,-99999,0.0032,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","C","Fucellia rufitibia",28,"pupae",0.1337,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Isla Vista","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Isla Vista","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Isla Vista","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",17,"Arroyo Quemado","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",17,"Arroyo Quemado","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",17,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",15,"Arroyo Quemado","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",15,"Arroyo Quemado","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",15,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"Isla Vista","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"Isla Vista","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"Isla Vista","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","A","Fucellia rufitibia",1,-99999,0.0052,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","A","Fucellia rufitibia",3,"larvae",0.0137,"larvae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","B","Fucellia rufitibia",1,-99999,2e-04,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","B","Fucellia rufitibia",1,"larvae",0.0048,"larvae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Santa Claus Lane","A","Fucellia rufitibia",1,"pupae",0.0053,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Santa Claus Lane","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Santa Claus Lane","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,10,"October",2,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,10,"October",2,"Carpinteria City","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2012,10,"October",2,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",20,"Isla Vista","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",20,"Isla Vista","B","Fucellia rufitibia",1,"pupae",0.005,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",20,"Isla Vista","C","Fucellia rufitibia",2,"pupae",0.0107,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",21,"Arroyo Quemado","A","Fucellia rufitibia",1,"pupae",0.001,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",21,"Arroyo Quemado","B","Fucellia rufitibia",1,"pupae",0.0044,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",21,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","A","Fucellia rufitibia",1,-99999,0.0021,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","A","Fucellia rufitibia",7,"pupae",0.0263,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","B","Fucellia rufitibia",1,-99999,6e-04,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","B","Fucellia rufitibia",161,"pupae",0.5871,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","C","Fucellia rufitibia",33,"pupae",0.159,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Arroyo Burro","A","Fucellia rufitibia",1,"pupae",0.002,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Arroyo Burro","B","Fucellia rufitibia",1,-99999,0.0026,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Arroyo Burro","C","Fucellia rufitibia",1,"pupae",0.0024,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Carpinteria City","B","Fucellia rufitibia",1,"pupae",0.0013,"pupae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Santa Claus Lane","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Santa Claus Lane","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Santa Claus Lane","C","Fucellia rufitibia",1,"larvae",0.0046,"larvae","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"East Campus","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"East Campus","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"East Campus","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"Isla Vista","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"Isla Vista","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"Isla Vista","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Arroyo Burro","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Arroyo Burro","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Arroyo Burro","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Carpinteria City","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Santa Claus Lane","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Santa Claus Lane","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Santa Claus Lane","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,11,"November",9,"Arroyo Quemado","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,11,"November",9,"Arroyo Quemado","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2014,11,"November",9,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"August",19,"Santa Claus Lane","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"August",19,"Santa Claus Lane","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"August",19,"Santa Claus Lane","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"August",21,"Arroyo Quemado","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"August",21,"Arroyo Quemado","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"August",21,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"September",19,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"September",19,"Carpinteria City","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,8,"September",19,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"Isla Vista","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"Isla Vista","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"Isla Vista","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,11,"November",5,"Arroyo Burro","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,11,"November",5,"Arroyo Burro","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2015,11,"November",5,"Arroyo Burro","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,8,"August",25,"Isla Vista","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,8,"August",25,"Isla Vista","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,8,"August",25,"Isla Vista","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",6,"East Campus","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",6,"East Campus","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",6,"East Campus","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",10,"Arroyo Burro","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",10,"Arroyo Burro","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",10,"Arroyo Burro","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Carpinteria City","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Santa Claus Lane","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Santa Claus Lane","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Santa Claus Lane","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",28,"Arroyo Quemado","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",28,"Arroyo Quemado","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2016,10,"October",28,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",6,"East Campus","A","Fucellia rufitibia",4,"pupae",0.0085,"pupa","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",6,"East Campus","B","Fucellia rufitibia",37,"pupae",0.0986,"pupa","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",6,"East Campus","C","Fucellia rufitibia",9,"pupae",0.0242,"pupa","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",8,"Isla Vista","A","Fucellia rufitibia",1,"pupae",0.0025,"pupa","Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",8,"Isla Vista","B","Fucellia rufitibia",1,-99999,9e-04,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",8,"Isla Vista","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",20,"Arroyo Quemado","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",20,"Arroyo Quemado","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",20,"Arroyo Quemado","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",30,"Carpinteria City","A","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",30,"Carpinteria City","B","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
2017,10,"October",30,"Carpinteria City","C","Fucellia rufitibia",0,-99999,0,-99999,"Fucellia","rufitibia","Anthomyiidae","Diptera","Insecta","Arthropoda","Animalia"
