Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,117849,CNID,Aglantha digitale, ,7,1,31.1,0.225080386,4486.2,59.2,2651.35,5.97E-01,3.70E-01,3.15E-02,1.19E+01,7.41E+00,6.31E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,15029,CNID,Pandeidae, ,2,1,31.1,0.064308682,2064.8,50.6,1124.85,7.23E-02,6.17E-02,5.06E-03,1.45E+00,1.23E+00,1.01E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,117333,CNID,Bougainvillia superciliaris, ,1,1,31.1,0.032154341,4269.1,0,10903.4,3.51E-01,1.87E-01,1.64E-02,7.01E+00,3.75E+00,3.27E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,13552,CNID,Leptothecata, ,2,1,31.1,0.064308682,18779.5,1.6,86189.12,5.54E+00,1.83E+00,1.70E-01,1.11E+02,3.65E+01,3.39E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,123080,MERO,Asteroidea,0,1,1,31.1,0.032154341,1696,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,103413,LARV,Oikopleura labradoriensis,Tail,1,0.5,31.1,0.064308682,1545.4,0,579.56,3.73E-02,3.66E-01,3.27E-02,7.45E-01,7.32E+00,6.54E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,1035143,CNID,Solmundaegina nematophora, ,1,1,31.1,0.032154341,2926.5,0,1306.9,4.20E-02,3.69E-02,3.02E-03,8.40E-01,7.38E-01,6.04E-02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,135333,SIPH,Calycophorae,0,1,1,31.1,0.032154341,2267.1,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,135335,SIPH,Physonectae,Gonophore,1,1,31.1,0.032154341,2582.1,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,135335,SIPH,Physonectae,Pneumatophore,26,1,31.1,0.836012862,1620.4,40.5,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,1371,SIPH,Siphonophorae,0,84,0.125,31.1,21.60771704,1815.1,36.6,231.07,4.99E+00,6.33E+00,4.94E-01,9.99E+01,1.27E+02,9.88E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,1434803,CTENO,Beroe, ,1,1,31.1,0.032154341,28712,0,3394973.75,1.09E+02,6.40E+00,6.21E-01,2.18E+03,1.28E+02,1.24E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,356328,MDCAL,Undeuchaeta bispinosa,C6 AF,1,1,31.1,0.032154341,3342.4,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,137215,THAL,Doliolidae,Nurse,6,1,31.1,0.192926045,4813.7,47.2,0.7,1.36E-04,7.50E-04,3.01E-05,2.71E-03,1.50E-02,6.01E-04
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,137219,THAL,Dolioletta,Gonozooid,4,1,31.1,0.128617363,1753.6,20.3,0.07,8.80E-06,9.05E-05,3.35E-06,1.76E-04,1.81E-03,6.71E-05
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,3,60,40,238010,CTENO,Thalassocalyce, ,3,1,31.1,0.096463023,2372.9,3,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104257,SMCAL,Acartia longiremis,C6 AF,2,0.25,39.8,0.201005025,928.8,1.9,55.72,1.12E-02,1.10E-01,9.31E-03,2.24E-01,2.21E+00,1.86E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104257,SMCAL,Acartia longiremis,C6 AM,1,0.25,39.8,0.100502513,727.2,0,27.35,2.75E-03,3.20E-02,2.64E-03,5.50E-02,6.41E-01,5.29E-02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196770,LGCAL,Calanus marshallae,C4,4,0.25,39.8,0.40201005,1711.8,5.1,327.67,1.32E-01,8.57E-01,7.62E-02,2.63E+00,1.71E+01,1.52E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196770,LGCAL,Calanus marshallae,C5,7,0.25,39.8,0.703517588,2600.9,5.8,1221.36,8.59E-01,4.10E+00,3.80E-01,1.72E+01,8.21E+01,7.59E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196770,LGCAL,Calanus marshallae,C6 AF,3,0.25,39.8,0.301507538,3049.2,3.6,1997.62,6.02E-01,2.57E+00,2.41E-01,1.20E+01,5.14E+01,4.82E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196770,LGCAL,Calanus marshallae,C6 AM,2,0.25,39.8,0.201005025,2802.7,4.2,1533.57,3.08E-01,1.40E+00,1.30E-01,6.17E+00,2.80E+01,2.61E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196771,WMCAL,Calanus pacificus,C4,8,0.125,39.8,1.608040201,1397.7,4.7,172.66,2.78E-01,2.10E+00,1.83E-01,5.55E+00,4.20E+01,3.66E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196771,WMCAL,Calanus pacificus,C5,43,0.125,39.8,8.64321608,1747.4,4.1,355.29,3.07E+00,1.96E+01,1.75E+00,6.14E+01,3.92E+02,3.50E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196771,WMCAL,Calanus pacificus,C6 AF,6,0.125,39.8,1.206030151,1995.1,3.6,544.75,6.57E-01,3.80E+00,3.43E-01,1.31E+01,7.59E+01,6.86E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196771,WMCAL,Calanus pacificus,C6 AM,6,0.125,39.8,1.206030151,1918.2,4.1,480.09,5.79E-01,3.45E+00,3.10E-01,1.16E+01,6.89E+01,6.20E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104470,LGCAL,Neocalanus cristatus,C4,1,0.5,39.8,0.050251256,4407.5,0,4829.8,2.43E-01,8.43E-01,8.12E-02,4.85E+00,1.69E+01,1.62E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104470,LGCAL,Neocalanus cristatus,C5,6,1,39.8,0.150753769,6253.6,2.4,13409.53,2.02E+00,5.53E+00,5.49E-01,4.04E+01,1.11E+02,1.10E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104468,SMCAL,Mesocalanus tenuicornis,C5,1,0.25,39.8,0.100502513,1262.7,0,101.45,1.02E-02,8.74E-02,7.50E-03,2.04E-01,1.75E+00,1.50E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104468,SMCAL,Mesocalanus tenuicornis,C6 AF,1,0.25,39.8,0.100502513,1551.1,0,262.16,2.63E-02,1.81E-01,1.60E-02,5.27E-01,3.62E+00,3.19E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104165,SMCAL,Pseudocalanus,C4,1,0.25,39.8,0.100502513,637,0,15.11,1.52E-03,2.03E-02,1.65E-03,3.04E-02,4.07E-01,3.30E-02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104165,SMCAL,Pseudocalanus,C5,1,0.25,39.8,0.100502513,771.9,0,27.72,2.79E-03,3.24E-02,2.67E-03,5.57E-02,6.47E-01,5.34E-02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,104165,SMCAL,Pseudocalanus,C6 AF,2,0.25,39.8,0.201005025,937.5,21.8,55.38,1.11E-02,1.08E-01,9.10E-03,2.23E-01,2.16E+00,1.82E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196775,LGCAL,Eucalanus bungii,C3,4,0.25,39.8,0.40201005,2456,9,351.76,1.41E-01,9.02E-01,8.04E-02,2.83E+00,1.80E+01,1.61E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196775,LGCAL,Eucalanus bungii,C4,11,0.25,39.8,1.105527638,3477.8,3.5,1022.4,1.13E+00,5.64E+00,5.19E-01,2.26E+01,1.13E+02,1.04E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196775,LGCAL,Eucalanus bungii,C5,13,0.25,39.8,1.306532663,4424.2,5.6,2175.35,2.84E+00,1.19E+01,1.12E+00,5.68E+01,2.37E+02,2.23E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196775,LGCAL,Eucalanus bungii,C6 AF,4,1,39.8,0.100502513,5946.1,2,5415.18,5.44E-01,1.84E+00,1.78E-01,1.09E+01,3.68E+01,3.56E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196779,LGCAL,Paraeuchaeta elongata,C3,1,0.25,39.8,0.100502513,1928.9,0,503.45,5.06E-02,2.98E-01,2.69E-02,1.01E+00,5.96E+00,5.37E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196779,LGCAL,Paraeuchaeta elongata,C4,2,0.25,39.8,0.201005025,2620.7,0.2,1360.08,2.73E-01,1.28E+00,1.18E-01,5.47E+00,2.55E+01,2.37E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196784,MDCAL,Metridia pacifica,C4,2,0.25,39.8,0.201005025,1140.3,7.7,133.03,2.67E-02,2.15E-01,1.86E-02,5.35E-01,4.29E+00,3.72E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196784,MDCAL,Metridia pacifica,C5,58,0.25,39.8,5.829145729,1356.5,9,230.64,1.34E+00,9.45E+00,8.32E-01,2.69E+01,1.89E+02,1.66E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,196784,MDCAL,Metridia pacifica,C6 AF,14,0.25,39.8,1.407035176,1965.7,8.3,718.19,1.01E+00,5.45E+00,4.96E-01,2.02E+01,1.09E+02,9.93E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,157737,NONCAL,Oithona spinirostris,C6 AF,5,0.25,39.8,0.502512563,769.7,7.8,65.73,3.30E-02,3.12E-01,2.65E-02,6.61E-01,6.24E+00,5.29E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,349800,MDCAL,Candacia columbiae,C6 AF,2,1,39.8,0.050251256,3145.7,4.1,3048.56,1.53E-01,5.92E-01,5.63E-02,3.06E+00,1.18E+01,1.13E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,349800,MDCAL,Candacia columbiae,C6 AM,3,1,39.8,0.075376884,3005.5,2.6,2659.98,2.01E-01,8.00E-01,7.57E-02,4.01E+00,1.60E+01,1.51E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,354841,MDCAL,Pleuromamma scutullata,C6 AF,1,1,39.8,0.025125628,2824.5,0,2022.46,5.08E-02,2.16E-01,2.03E-02,1.02E+00,4.33E+00,4.06E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,105440,CHAET,Parasagitta elegans, ,18,1,39.8,0.452261307,17426.8,38.7,13377.11,6.05E+00,5.52E+00,8.51E-01,1.21E+02,1.10E+02,1.70E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,266259,CHAET,Pseudosagitta scrippsae, ,5,1,39.8,0.125628141,12658.3,20.1,2434.02,3.06E-01,4.53E-01,6.58E-02,6.12E+00,9.07E+00,1.32E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,139178,PTER,Clione limacina, ,13,1,39.8,0.326633166,2430.2,41.4,2422,7.91E-01,3.38E+00,1.86E-01,1.58E+01,6.77E+01,3.72E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,140223,PTER,Limacina helicina, ,33,0.25,39.8,3.316582915,883.7,22.7,202.15,6.70E-01,5.25E+00,2.67E-01,1.34E+01,1.05E+02,5.35E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,140223,PTER,Limacina helicina, ,27,1,39.8,0.67839196,1911.3,17,1759.62,1.19E+00,5.72E+00,3.10E-01,2.39E+01,1.14E+02,6.21E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,103367,LARV,Oikopleura, ,5,0.5,39.8,0.251256281,1453.2,19.1,524.16,1.32E-01,1.38E+00,1.23E-01,2.63E+00,2.76E+01,2.47E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,254453,AMPH,Themisto pacifica, ,13,0.5,39.8,0.653266332,3006.2,39.1,1469.77,9.60E-01,6.85E+00,4.26E-01,1.92E+01,1.37E+02,8.51E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,254453,AMPH,Themisto pacifica, ,5,1,39.8,0.125628141,5829.3,6.1,7032.52,8.83E-01,4.73E+00,3.05E-01,1.77E+01,9.46E+01,6.11E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,428630,AMPH,Cyphocaris challengeri, ,2,1,39.8,0.050251256,3887.5,41.2,1766.9,8.88E-02,6.24E-01,3.89E-02,1.78E+00,1.25E+01,7.77E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,106749,MERO,Cancridae,Megalopa,2,1,39.8,0.050251256,2368.7,8.4,6351.33,3.19E-01,2.17E+00,1.13E-01,6.38E+00,4.35E+01,2.26E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1128,EUPH,Euphausiacea,Calyptopis,2,0.25,39.8,0.201005025,2081.2,8.2,108.51,2.18E-02,4.11E-01,1.77E-02,4.36E-01,8.21E+00,3.53E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1128,EUPH,Euphausiacea,Furcilia,21,0.25,39.8,2.110552764,3957.7,17.1,471.27,9.95E-01,1.32E+01,5.92E-01,1.99E+01,2.63E+02,1.18E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,237851,EUPH,Euphausia pacifica,Juvenile,47,0.5,39.8,2.361809045,6364.3,37.3,4863.35,1.15E+01,8.05E+01,3.92E+00,2.30E+02,1.61E+03,7.84E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,237851,EUPH,Euphausia pacifica,AM,1,0.5,39.8,0.050251256,13931.3,0,36102.36,1.81E+00,8.79E+00,4.50E-01,3.63E+01,1.76E+02,9.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,237874,EUPH,Thysanoessa spinifera,Juvenile,10,1,39.8,0.251256281,10026.5,19.1,19124.64,4.81E+00,2.63E+01,1.33E+00,9.61E+01,5.27E+02,2.65E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,237874,EUPH,Thysanoessa spinifera,Juvenile,1,1,39.8,0.025125628,20125.6,0,152344.72,3.83E+00,1.32E+01,7.08E-01,7.66E+01,2.65E+02,1.42E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,127482,OSTR,Halocyprididae, ,1,1,39.8,0.025125628,3474.5,0,2024.09,5.09E-02,1.73E-01,6.25E-03,1.02E+00,3.46E+00,1.25E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,883,POLY,Polychaeta, ,1,1,39.8,0.025125628,17068.6,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,131568,POLY,Tomopteris septentrionalis, ,4,1,39.8,0.100502513,4621.9,68.5,1866.26,1.88E-01,7.26E-01,4.66E-02,3.75E+00,1.45E+01,9.32E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1082,MERO,Cirripedia,Nauplius,2,1,39.8,0.050251256,454.4,29.4,6.26,3.15E-04,4.98E-03,3.95E-04,6.29E-03,9.97E-02,7.90E-03
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,101,MERO,Gastropoda,Echinospira,1,1,39.8,0.025125628,2270,0,2437.8,6.13E-02,2.78E-01,1.52E-02,1.23E+00,5.56E+00,3.04E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,146142,MERO,Bryozoa,Cyphonautes,1,0.25,39.8,0.100502513,467.4,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1248,CTENO,Ctenophora, ,3,0.5,39.8,0.150753769,1947.6,19.4,3458.67,5.21E-01,1.60E-01,1.27E-02,1.04E+01,3.20E+00,2.54E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,106346,CTENO,Pleurobrachia, ,5,0.5,39.8,0.251256281,2009.8,67.7,0.68,1.71E-04,3.93E-04,2.40E-05,3.43E-03,7.85E-03,4.81E-04
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1371,SIPH,Siphonophorae,Nectophore,167,0.03125,39.8,134.2713568,2285.1,35.1,824.09,1.11E+02,1.07E+02,8.68E+00,2.21E+03,2.13E+03,1.74E+02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1371,SIPH,Siphonophorae,Athorybia larvae,19,0.25,39.8,1.909547739,2350.6,49.8,789.58,1.51E+00,1.37E+00,1.12E-01,3.02E+01,2.73E+01,2.24E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,1371,SIPH,Siphonophorae,Bract,35,0.125,39.8,7.035175879,2926,30.7,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,125498,FISH,Myctophidae,Juvenile,3,1,39.8,0.075376884,9968.5,28.4,13130.3,9.90E-01,2.42E+00,9.16E-01,1.98E+01,4.84E+01,1.83E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,106903,MERO,Hyas,Megalopa,1,1,39.8,0.025125628,1800.9,0,3199.96,8.04E-02,6.43E-01,3.27E-02,1.61E+00,1.29E+01,6.54E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,117849,CNID,Aglantha digitale, ,61,0.5,39.8,3.065326633,3981.8,47.8,1654.17,5.07E+00,3.79E+00,3.18E-01,1.01E+02,7.59E+01,6.36E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,117849,CNID,Aglantha digitale, ,2,1,39.8,0.050251256,18736.1,3.5,83450.5,4.19E+00,1.47E+00,1.37E-01,8.39E+01,2.95E+01,2.74E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,13551,CNID,Anthoathecata, ,1,1,39.8,0.025125628,2624.2,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,15029,CNID,Pandeidae, ,4,1,39.8,0.100502513,1976.2,44.8,1047.59,1.05E-01,9.53E-02,7.82E-03,2.11E+00,1.91E+00,1.56E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-03T22:35:11-0800,2020-09-03T23:06:32-0800,-148.0668,58.3886,1416,GAK11,4,40,20,13552,CNID,Leptothecata, ,1,1,39.8,0.025125628,17677.5,0,70960.46,1.78E+00,6.52E-01,6.02E-02,3.57E+01,1.30E+01,1.20E+00
