Site,Species_Code,Species,Date,Year,Month,Day,Flagged_Count,Percent_Flagged_Count,Num_Count,Min_Count,Max_Count,Total_Count,Median_Count
5,G5,Schistocerca obscura,8/11/08,2008,8,11,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/11/08,2008,8,11,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/11/09,2009,8,11,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/26/10,2010,8,26,0,0,8,0,0,0,0
5,G0,Other grasshoppers,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G6,Romalea guttatus,7/26/11,2011,7,26,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/13/12,2012,8,13,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/1/13,2013,8,1,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/4/14,2014,8,4,0,0,8,0,0,0,0
5,G0,Other grasshoppers,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G6,Romalea guttatus,7/28/15,2015,7,28,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/17/16,2016,8,17,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/1/17,2017,8,1,0,0,8,0,0,0,0
5,G0,Other grasshoppers,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G6,Romalea guttatus,7/31/18,2018,7,31,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/7/19,2019,8,7,0,0,8,0,0,0,0
5,G0,Other grasshoppers,7/30/20,2020,7,30,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,7/30/20,2020,7,30,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,7/30/20,2020,7,30,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,7/30/20,2020,7,30,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,7/30/20,2020,7,30,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,7/30/20,2020,7,30,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/2/21,2021,8,2,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/2/21,2021,8,2,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/2/21,2021,8,2,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/2/21,2021,8,2,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/2/21,2021,8,2,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/2/21,2021,8,2,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/16/00,2000,8,16,0,0,10,0,0,0,0
6,G1,Orchelimum spp.,8/16/00,2000,8,16,0,0,10,0,9,51,5
6,G2,Paroxya clavuliger,8/16/00,2000,8,16,0,0,10,0,0,0,0
6,G3,Orphulella pelidna,8/16/00,2000,8,16,0,0,10,0,0,0,0
6,G4,Mermiria intertexta,8/16/00,2000,8,16,0,0,10,0,0,0,0
6,G5,Schistocerca obscura,8/16/00,2000,8,16,0,0,10,0,0,0,0
6,G6,Romalea guttatus,8/16/00,2000,8,16,0,0,10,0,0,0,0
6,G0,Other grasshoppers,8/17/01,2001,8,17,0,0,10,0,0,0,0
6,G1,Orchelimum spp.,8/17/01,2001,8,17,0,0,10,0,9,28,2
6,G2,Paroxya clavuliger,8/17/01,2001,8,17,0,0,10,0,0,0,0
6,G3,Orphulella pelidna,8/17/01,2001,8,17,0,0,10,0,0,0,0
6,G4,Mermiria intertexta,8/17/01,2001,8,17,0,0,10,0,0,0,0
6,G5,Schistocerca obscura,8/17/01,2001,8,17,0,0,10,0,0,0,0
6,G6,Romalea guttatus,8/17/01,2001,8,17,0,0,10,0,0,0,0
6,G0,Other grasshoppers,8/6/02,2002,8,6,0,0,10,0,0,0,0
6,G1,Orchelimum spp.,8/6/02,2002,8,6,0,0,10,0,9,27,2
6,G2,Paroxya clavuliger,8/6/02,2002,8,6,0,0,10,0,0,0,0
6,G3,Orphulella pelidna,8/6/02,2002,8,6,0,0,10,0,1,2,0
6,G4,Mermiria intertexta,8/6/02,2002,8,6,0,0,10,0,0,0,0
6,G5,Schistocerca obscura,8/6/02,2002,8,6,0,0,10,0,0,0,0
6,G6,Romalea guttatus,8/6/02,2002,8,6,0,0,10,0,0,0,0
6,G0,Other grasshoppers,8/25/03,2003,8,25,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/25/03,2003,8,25,0,0,8,1,7,30,4
6,G2,Paroxya clavuliger,8/25/03,2003,8,25,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/25/03,2003,8,25,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/25/03,2003,8,25,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/25/03,2003,8,25,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/25/03,2003,8,25,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/16/04,2004,8,16,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/16/04,2004,8,16,1,11.11,8,0,22,97,11
6,G2,Paroxya clavuliger,8/16/04,2004,8,16,0,0,8,0,2,3,0
6,G3,Orphulella pelidna,8/16/04,2004,8,16,0,0,8,0,2,3,0
6,G4,Mermiria intertexta,8/16/04,2004,8,16,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/16/04,2004,8,16,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/16/04,2004,8,16,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/16/05,2005,8,16,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/16/05,2005,8,16,0,0,8,0,15,27,2
6,G2,Paroxya clavuliger,8/16/05,2005,8,16,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/16/05,2005,8,16,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/16/05,2005,8,16,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/16/05,2005,8,16,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/16/05,2005,8,16,0,0,8,0,0,0,0
6,G0,Other grasshoppers,7/31/06,2006,7,31,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,7/31/06,2006,7,31,1,11.11,8,1,22,58,6
6,G2,Paroxya clavuliger,7/31/06,2006,7,31,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,7/31/06,2006,7,31,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,7/31/06,2006,7,31,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,7/31/06,2006,7,31,0,0,8,0,0,0,0
6,G6,Romalea guttatus,7/31/06,2006,7,31,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/1/07,2007,8,1,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/1/07,2007,8,1,0,0,8,0,6,10,1
6,G2,Paroxya clavuliger,8/1/07,2007,8,1,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/1/07,2007,8,1,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/1/07,2007,8,1,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/1/07,2007,8,1,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/1/07,2007,8,1,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G2,Paroxya clavuliger,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/14/08,2008,8,14,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/12/09,2009,8,12,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/12/09,2009,8,12,0,0,8,0,3,5,0
6,G2,Paroxya clavuliger,8/12/09,2009,8,12,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/12/09,2009,8,12,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/12/09,2009,8,12,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/12/09,2009,8,12,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/12/09,2009,8,12,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/27/10,2010,8,27,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/27/10,2010,8,27,0,0,8,0,2,3,0
6,G2,Paroxya clavuliger,8/27/10,2010,8,27,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/27/10,2010,8,27,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/27/10,2010,8,27,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/27/10,2010,8,27,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/27/10,2010,8,27,0,0,8,0,0,0,0
6,G0,Other grasshoppers,7/26/11,2011,7,26,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,7/26/11,2011,7,26,0,0,8,0,16,65,7
6,G2,Paroxya clavuliger,7/26/11,2011,7,26,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,7/26/11,2011,7,26,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,7/26/11,2011,7,26,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,7/26/11,2011,7,26,0,0,8,0,0,0,0
6,G6,Romalea guttatus,7/26/11,2011,7,26,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/14/12,2012,8,14,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/14/12,2012,8,14,0,0,8,0,1,2,0
6,G2,Paroxya clavuliger,8/14/12,2012,8,14,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/14/12,2012,8,14,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/14/12,2012,8,14,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/14/12,2012,8,14,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/14/12,2012,8,14,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/2/13,2013,8,2,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/2/13,2013,8,2,0,0,8,0,1,4,1
6,G2,Paroxya clavuliger,8/2/13,2013,8,2,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/2/13,2013,8,2,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/2/13,2013,8,2,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/2/13,2013,8,2,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/2/13,2013,8,2,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/4/14,2014,8,4,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/4/14,2014,8,4,0,0,8,0,11,34,5
6,G2,Paroxya clavuliger,8/4/14,2014,8,4,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/4/14,2014,8,4,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/4/14,2014,8,4,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/4/14,2014,8,4,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/4/14,2014,8,4,0,0,8,0,0,0,0
6,G0,Other grasshoppers,7/27/15,2015,7,27,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,7/27/15,2015,7,27,0,0,8,1,6,31,4
6,G2,Paroxya clavuliger,7/27/15,2015,7,27,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,7/27/15,2015,7,27,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,7/27/15,2015,7,27,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,7/27/15,2015,7,27,0,0,8,0,0,0,0
6,G6,Romalea guttatus,7/27/15,2015,7,27,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/12/16,2016,8,12,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/12/16,2016,8,12,0,0,8,0,5,13,1
6,G2,Paroxya clavuliger,8/12/16,2016,8,12,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/12/16,2016,8,12,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/12/16,2016,8,12,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/12/16,2016,8,12,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/12/16,2016,8,12,0,0,8,0,0,0,0
6,G0,Other grasshoppers,7/31/17,2017,7,31,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,7/31/17,2017,7,31,0,0,8,0,7,19,1
6,G2,Paroxya clavuliger,7/31/17,2017,7,31,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,7/31/17,2017,7,31,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,7/31/17,2017,7,31,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,7/31/17,2017,7,31,0,0,8,0,0,0,0
6,G6,Romalea guttatus,7/31/17,2017,7,31,0,0,8,0,0,0,0
6,G0,Other grasshoppers,7/30/18,2018,7,30,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,7/30/18,2018,7,30,0,0,8,1,6,29,4
6,G2,Paroxya clavuliger,7/30/18,2018,7,30,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,7/30/18,2018,7,30,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,7/30/18,2018,7,30,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,7/30/18,2018,7,30,0,0,8,0,0,0,0
6,G6,Romalea guttatus,7/30/18,2018,7,30,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/8/19,2019,8,8,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/8/19,2019,8,8,0,0,8,0,9,47,7
6,G2,Paroxya clavuliger,8/8/19,2019,8,8,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/8/19,2019,8,8,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/8/19,2019,8,8,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/8/19,2019,8,8,0,0,8,0,0,0,0
6,G6,Romalea guttatus,8/8/19,2019,8,8,0,0,8,0,0,0,0
6,G0,Other grasshoppers,7/29/20,2020,7,29,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,7/29/20,2020,7,29,0,0,8,7,13,83,11
6,G2,Paroxya clavuliger,7/29/20,2020,7,29,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,7/29/20,2020,7,29,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,7/29/20,2020,7,29,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,7/29/20,2020,7,29,0,0,8,0,0,0,0
6,G0,Other grasshoppers,8/3/21,2021,8,3,0,0,8,0,0,0,0
6,G1,Orchelimum spp.,8/3/21,2021,8,3,0,0,8,1,16,56,6
6,G2,Paroxya clavuliger,8/3/21,2021,8,3,0,0,8,0,0,0,0
6,G3,Orphulella pelidna,8/3/21,2021,8,3,0,0,8,0,0,0,0
6,G4,Mermiria intertexta,8/3/21,2021,8,3,0,0,8,0,0,0,0
6,G5,Schistocerca obscura,8/3/21,2021,8,3,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/27/01,2001,8,27,0,0,10,0,2,3,0
9,G1,Orchelimum spp.,8/27/01,2001,8,27,0,0,10,1,7,28,2
9,G2,Paroxya clavuliger,8/27/01,2001,8,27,0,0,10,0,0,0,0
9,G3,Orphulella pelidna,8/27/01,2001,8,27,0,0,10,0,0,0,0
9,G4,Mermiria intertexta,8/27/01,2001,8,27,0,0,10,0,0,0,0
9,G5,Schistocerca obscura,8/27/01,2001,8,27,0,0,10,0,0,0,0
9,G6,Romalea guttatus,8/27/01,2001,8,27,0,0,10,0,0,0,0
9,G0,Other grasshoppers,8/21/02,2002,8,21,0,0,10,0,0,0,0
9,G1,Orchelimum spp.,8/21/02,2002,8,21,0,0,10,0,3,9,1
9,G2,Paroxya clavuliger,8/21/02,2002,8,21,0,0,10,0,0,0,0
9,G3,Orphulella pelidna,8/21/02,2002,8,21,0,0,10,0,0,0,0
9,G4,Mermiria intertexta,8/21/02,2002,8,21,0,0,10,0,0,0,0
9,G5,Schistocerca obscura,8/21/02,2002,8,21,0,0,10,0,0,0,0
9,G6,Romalea guttatus,8/21/02,2002,8,21,0,0,10,0,0,0,0
9,G0,Other grasshoppers,8/12/03,2003,8,12,0,0,8,0,1,1,0
9,G1,Orchelimum spp.,8/12/03,2003,8,12,0,0,8,0,1,3,0
9,G2,Paroxya clavuliger,8/12/03,2003,8,12,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/12/03,2003,8,12,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/12/03,2003,8,12,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/12/03,2003,8,12,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/12/03,2003,8,12,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/16/04,2004,8,16,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/16/04,2004,8,16,0,0,8,1,4,17,2
9,G2,Paroxya clavuliger,8/16/04,2004,8,16,0,0,8,0,1,1,0
9,G3,Orphulella pelidna,8/16/04,2004,8,16,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/16/04,2004,8,16,0,0,8,0,1,3,0
9,G5,Schistocerca obscura,8/16/04,2004,8,16,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/16/04,2004,8,16,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/15/05,2005,8,15,0,0,8,0,1,1,0
9,G1,Orchelimum spp.,8/15/05,2005,8,15,0,0,8,2,14,49,6
9,G2,Paroxya clavuliger,8/15/05,2005,8,15,0,0,8,0,2,2,0
9,G3,Orphulella pelidna,8/15/05,2005,8,15,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/15/05,2005,8,15,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/15/05,2005,8,15,0,0,8,0,2,6,1
9,G6,Romalea guttatus,8/15/05,2005,8,15,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/1/06,2006,8,1,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/1/06,2006,8,1,1,11.11,8,8,22,94,11
9,G2,Paroxya clavuliger,8/1/06,2006,8,1,0,0,8,0,5,14,1
9,G3,Orphulella pelidna,8/1/06,2006,8,1,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/1/06,2006,8,1,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/1/06,2006,8,1,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/1/06,2006,8,1,0,0,8,0,0,0,0
9,G0,Other grasshoppers,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G2,Paroxya clavuliger,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G6,Romalea guttatus,7/30/07,2007,7,30,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/11/08,2008,8,11,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/11/08,2008,8,11,0,0,8,0,17,57,8
9,G2,Paroxya clavuliger,8/11/08,2008,8,11,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/11/08,2008,8,11,0,0,8,0,2,2,0
9,G4,Mermiria intertexta,8/11/08,2008,8,11,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/11/08,2008,8,11,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/11/08,2008,8,11,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/11/09,2009,8,11,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/11/09,2009,8,11,0,0,8,0,14,36,2
9,G2,Paroxya clavuliger,8/11/09,2009,8,11,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/11/09,2009,8,11,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/11/09,2009,8,11,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/11/09,2009,8,11,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/11/09,2009,8,11,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/26/10,2010,8,26,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/26/10,2010,8,26,0,0,8,3,10,43,5
9,G2,Paroxya clavuliger,8/26/10,2010,8,26,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/26/10,2010,8,26,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/26/10,2010,8,26,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/26/10,2010,8,26,0,0,8,0,5,12,1
9,G6,Romalea guttatus,8/26/10,2010,8,26,0,0,8,0,0,0,0
9,G0,Other grasshoppers,7/26/11,2011,7,26,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,7/26/11,2011,7,26,7,46.67,8,14,58,284,32
9,G2,Paroxya clavuliger,7/26/11,2011,7,26,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,7/26/11,2011,7,26,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,7/26/11,2011,7,26,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,7/26/11,2011,7,26,0,0,8,0,0,0,0
9,G6,Romalea guttatus,7/26/11,2011,7,26,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/13/12,2012,8,13,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/13/12,2012,8,13,0,0,8,4,16,80,11
9,G2,Paroxya clavuliger,8/13/12,2012,8,13,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/13/12,2012,8,13,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/13/12,2012,8,13,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/13/12,2012,8,13,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/13/12,2012,8,13,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/1/13,2013,8,1,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/1/13,2013,8,1,0,0,8,0,7,20,2
9,G2,Paroxya clavuliger,8/1/13,2013,8,1,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/1/13,2013,8,1,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/1/13,2013,8,1,0,0,8,0,0,0,0
