Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,106777,Hippolytidae,Zoea,1,1,11.0703108,0.090331701,6194,0,3041.43,0.274737428
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1128,Euphausiacea,Egg,20,0.00390625,11.0703108,462.4983067,380,6.8,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1128,Euphausiacea,Nauplius,15,0.0078125,11.0703108,173.436865,463.5,11.7,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1128,Euphausiacea,Calyptopis,21,0.0078125,11.0703108,242.811611,1461,32,55.63,13.50866212
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1128,Euphausiacea,Furcilia,31,0.5,11.0703108,5.600565433,2831.6,13.5,220.08,1.232598088
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,883,Polychaeta,Larvae,1,0.015625,11.0703108,5.781228834,1574.8,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,975,Oweniidae,Larvae,2,0.015625,11.0703108,11.56245767,281.1,5.1,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,131582,Typhloscolex muelleri, ,1,1,11.0703108,0.090331701,6306.8,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1082,Cirripedia,Cyprid,1,0.0625,11.0703108,1.445307209,1046.7,0,159.89,0.231097071
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,105,Bivalvia,Larvae,1,0.015625,11.0703108,5.781228834,235.6,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,123084,Ophiuroidea,Ophiopluteus,6,0.015625,11.0703108,34.68737301,347.4,20.2,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,123082,Echinoidea,Echinopluteus,2,0.125,11.0703108,1.445307209,443.8,18.5,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,101,Gastropoda,Larvae,21,0.015625,11.0703108,121.4058055,312.7,22.5,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,146142,Bryozoa,Cyphonautes,1,0.03125,11.0703108,2.890614417,471.7,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1248,Ctenophora, ,5,0.5,11.0703108,0.903317005,1130.5,121.6,3133.82,2.830836954
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,135418,Dimophyes arctica,Anterior nectophore,3,1,11.0703108,0.270995102,5919.9,31,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,135418,Dimophyes arctica,Posterior nectophore,1,1,11.0703108,0.090331701,1107.7,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1371,Siphonophorae,Nectophore,5,1,11.0703108,0.451658503,2988,7.7,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,1371,Siphonophorae,Athorybia larvae,2,1,11.0703108,0.180663401,1943.6,13.7,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,117849,Aglantha digitale, ,7,0.125,11.0703108,5.05857523,936.6,62.5,30.09,0.152210323
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,117849,Aglantha digitale, ,2,1,11.0703108,0.180663401,9633.6,46.1,15627.01,2.823228203
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,353708,Neocalanus flemingeri,C5,3,0.25,11.0703108,1.083980406,3647,1.4,3661.99,3.969529897
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,117238,Pegantha, ,2,1,11.0703108,0.180663401,6475.5,26.7,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-01T09:21:46-0800,2018-05-01T09:28:31-0800,-147.933,58.242,2134,GAK12,0,100,0,135333,Calycophorae,Bract,1,1,11.0703108,0.090331701,3233.8,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1100,Calanoida,Nauplius,22,0.00195313,12.24642,919.7767022,364.9,28.6,6.57,6.041754268
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1100,Calanoida,Nauplius,15,0.00390625,12.24642,313.5610244,837.6,11.6,54.97,17.23695407
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104257,Acartia longiremis,C5,1,0.0625,12.24642,1.306504268,755.7,0,30.58,0.039955547
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104075,Aetideidae,C5,1,0.5,12.24642,0.163313034,1327.3,0,227.28,0.037117726
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196771,Calanus pacificus,C5,1,0.5,12.24642,0.163313034,2116,0,656.4,0.107198729
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196771,Calanus pacificus,C6 AF,1,0.5,12.24642,0.163313034,2369,0,946.14,0.154516458
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104155,Neocalanus,C1,2,0.03125,12.24642,5.226017073,772.8,3.2,30.23,0.158003481
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104155,Neocalanus,C2,5,0.03125,12.24642,13.06504268,1097,17.1,88.99,1.162676147
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104470,Neocalanus cristatus,C2,1,0.25,12.24642,0.326626067,1735.7,0,319.29,0.104287901
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104470,Neocalanus cristatus,C3,1,0.25,12.24642,0.326626067,2805.8,0,1294.71,0.422885225
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104470,Neocalanus cristatus,C4,6,0.25,12.24642,1.959756402,4343.8,4.4,4649.32,9.111538438
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104470,Neocalanus cristatus,C5,9,0.25,12.24642,2.939634603,6541.4,3.7,15320.25,45.03592364
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,353708,Neocalanus flemingeri,C4,1,0.0625,12.24642,1.306504268,2460.6,0,945.53,1.235336308
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,353708,Neocalanus flemingeri,C5,1,0.0625,12.24642,1.306504268,2957,0,1703.14,2.225160177
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196772,Neocalanus plumchrus,C3,9,0.03125,12.24642,23.51707683,1884.8,7.3,392.75,9.236267013
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196772,Neocalanus plumchrus,C4,13,0.0625,12.24642,16.98455549,2787.7,4.5,1264.7,21.48045078
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196772,Neocalanus plumchrus,C5,11,0.0625,12.24642,14.37154695,3573.1,12,2760.22,39.66860985
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104513,Microcalanus pygmaeus,C2,2,0.03125,12.24642,5.226017073,297.5,5.9,1.37,0.007173614
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104513,Microcalanus pygmaeus,C3,14,0.03125,12.24642,36.58211951,358.1,7.6,2.49,0.091238541
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104513,Microcalanus pygmaeus,C4,16,0.03125,12.24642,41.80813658,412.7,7.2,3.9,0.163093458
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104513,Microcalanus pygmaeus,C5,4,0.03125,12.24642,10.45203415,462,2,5.49,0.057333103
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104165,Pseudocalanus,C1,10,0.03125,12.24642,26.13008536,397.1,7.3,3.45,0.090203484
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104165,Pseudocalanus,C2,4,0.03125,12.24642,10.45203415,533.9,10.2,8.88,0.092802092
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104165,Pseudocalanus,C3,2,0.03125,12.24642,5.226017073,646.8,2.2,15.87,0.082932557
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104165,Pseudocalanus,C4,2,0.03125,12.24642,5.226017073,664.1,7.4,17.4,0.090927235
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104165,Pseudocalanus,C6 AM,5,0.0625,12.24642,6.532521341,848,6.1,37.67,0.2460953
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,355067,Pseudocalanus mimus,C6 AF,9,0.0625,12.24642,11.75853841,1195.6,6.1,111.63,1.312570444
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,157679,Pseudocalanus newmani,C6 AF,1,0.0625,12.24642,1.306504268,788.3,0,29.62,0.038694743
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196775,Eucalanus bungii,C1,19,0.015625,12.24642,99.29432438,1317,5.3,49.97,4.961702942
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196775,Eucalanus bungii,C2,18,0.015625,12.24642,94.06830731,1999.9,4.3,182.94,17.20839091
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196775,Eucalanus bungii,C3,7,0.015625,12.24642,36.58211951,2604.4,17.7,448.61,16.41095769
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196775,Eucalanus bungii,C6 AF,1,0.015625,12.24642,5.226017073,5548.9,0,4362.31,22.79749153
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196784,Metridia pacifica,C1,11,0.03125,12.24642,28.7430939,442,6.2,7.22,0.207478943
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196784,Metridia pacifica,C2,7,0.03125,12.24642,18.29105975,601.6,4.2,18.52,0.338801879
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196784,Metridia pacifica,C4,1,0.25,12.24642,0.326626067,1162.3,0,139.78,0.04565629
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,196782,Heterorhabdus tanneri,C6 AF,2,1,12.24642,0.163313034,2873,3.6,2156.3,0.35215268
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,106656,Oithona similis,C1-5,90,0.00390625,12.24642,1845.620189,393.8,16.5,0.01,13.66302979
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,106656,Oithona similis,C6 AF,13,0.00390625,12.24642,296.2106477,470.7,5,13.73,4.067919828
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,106656,Oithona similis,C6 AM,6,0.00390625,12.24642,136.7126066,440.4,6.5,11.17,1.526728432
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,157737,Oithona spinirostris,C1-5,1,0.03125,12.24642,2.613008536,635.8,29.2,0.02,0.04436242
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,157737,Oithona spinirostris,C6 AF,1,0.03125,12.24642,2.613008536,767,0,63.97,0.167151418
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,128956,Triconia borealis,C1-5,6,0.03125,12.24642,15.67805122,427,13.9,0.01,0.136103246
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,128956,Triconia borealis,C6 AF,14,0.03125,12.24642,36.58211951,462.5,4.5,12.96,0.474148375
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,128956,Triconia borealis,C6 AM,3,0.03125,12.24642,7.839025609,303.1,5.8,3.4,0.026679831
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104811,Scolecithricella minor,C3,1,0.03125,12.24642,2.613008536,414.2,0,15.33,0.040044395
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104811,Scolecithricella minor,C4,1,0.03125,12.24642,2.613008536,791.5,0,264.7,0.691666422
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104811,Scolecithricella minor,C5,2,0.03125,12.24642,5.226017073,1014.7,3.2,792.81,4.14325501
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104811,Scolecithricella minor,C6 AF,2,0.03125,12.24642,5.226017073,1103.8,1.1,1144.43,5.980832051
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,104811,Scolecithricella minor,C6 AM,1,0.03125,12.24642,2.613008536,1018.3,0,802,2.095643053
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,105440,Parasagitta elegans, ,5,1,12.24642,0.408282584,19188.9,25.1,13287.28,5.424965022
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,105416,Eukrohnia hamata, ,52,0.5,12.24642,8.492277743,11518.6,25.8,2676.8,22.73216714
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,139178,Clione limacina, ,4,0.125,12.24642,2.613008536,695.5,11.9,137.11,0.358277472
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,139178,Clione limacina, ,2,1,12.24642,0.163313034,3361,5.6,4079.93,0.666306431
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,140223,Limacina helicina, ,8,0.125,12.24642,5.226017073,435.7,43.7,35.75,0.186840055
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,140223,Limacina helicina, ,3,1,12.24642,0.24496955,2240.7,40.6,3389.96,0.830437291
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,103367,Oikopleura, ,15,0.015625,12.24642,78.39025609,390.2,129.2,97.86,7.670921878
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,103413,Oikopleura labradoriensis, ,49,0.03125,12.24642,128.0374183,369.3,68,35.01,4.482625601
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,103413,Oikopleura labradoriensis,0,2,0.03125,12.24642,5.226017073,2914.6,3.1,2881.8,15.06031839
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,103375,Fritillaria borealis, ,32,0.015625,12.24642,167.2325463,513.2,26.3,1.51,0.253150348
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,254453,Themisto pacifica, ,1,1,12.24642,0.081656517,6074.8,0,7846.92,0.640751949
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1128,Euphausiacea,Egg,22,0.00390625,12.24642,459.8895024,409.1,6.5,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1128,Euphausiacea,Nauplius,32,0.015625,12.24642,167.2325463,494.5,12.3,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1128,Euphausiacea,Calyptopis,14,0.015625,12.24642,73.16423902,1147.8,22.9,30.51,2.232079724
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1128,Euphausiacea,Furcilia,13,0.25,12.24642,4.246138872,3516.7,12.2,355.34,1.50883885
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,237872,Thysanoessa inspinata,Juvenile,2,1,12.24642,0.163313034,5343.7,33.5,3304.59,0.539682911
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,127482,Halocyprididae, ,1,0.5,12.24642,0.163313034,1072,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,883,Polychaeta,Larvae,1,0.03125,12.24642,2.613008536,403.5,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,131582,Typhloscolex muelleri, ,1,1,12.24642,0.081656517,2813.5,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,129715,Tomopteris, ,1,1,12.24642,0.081656517,6609.7,0,2569.89,0.209848616
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,123084,Ophiuroidea,Ophiopluteus,7,0.015625,12.24642,36.58211951,358.3,19.2,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,101,Gastropoda,Larvae,7,0.015625,12.24642,36.58211951,263.1,22,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,146142,Bryozoa,Cyphonautes,1,0.03125,12.24642,2.613008536,405.4,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1248,Ctenophora, ,1,1,12.24642,0.081656517,1366.6,0,1363.74,0.111358327
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,135418,Dimophyes arctica,Anterior nectophore,7,0.03125,12.24642,18.29105975,2790.9,12.9,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,135418,Dimophyes arctica,Posterior nectophore,1,0.03125,12.24642,2.613008536,3446.1,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1371,Siphonophorae,Athorybia larvae,1,1,12.24642,0.081656517,1998.3,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,117849,Aglantha digitale, ,3,0.0625,12.24642,3.919512805,801,35.2,10.83,0.042448033
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,117849,Aglantha digitale, ,1,1,12.24642,0.081656517,11365.2,0,19522.02,1.594099956
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,1267,Cnidaria, ,1,1,12.24642,0.081656517,4132,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-04-30T19:21:46-0800,2018-04-30T19:28:46-0800,-147.7954,58.0987,2058,GAK13,0,100,0,16349,Narcomedusae,Larvae,1,0.125,12.24642,0.653252134,423.2,0,0,0
